,index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Order_Year,Order_Month,Order_Quarter,Order_Day,quarter,season
0,49051,408-4858463-2356347,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0385,J0385-KR-M,kurta,M,Shipped,1,888.0,RAJAHMUNDRY,ANDHRA PRADESH,533126,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
1,49077,402-7697834-2682766,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3654,JNE3654-TP-XXL,Top,XXL,Shipped,1,371.0,CHENNAI,TAMIL NADU,600042,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
2,49081,402-7031777-0396341,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XS,Western Dress,XS,Shipped,1,771.0,NEDUMANGAD,KERALA,695541,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
3,49082,408-1235521-4337163,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0152,J0152-DR-L,Western Dress,L,Shipped,1,0.0,LEH,JAMMU & KASHMIR,194101,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
4,49083,403-3845187-4421165,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0157,J0157-DR-XL,Western Dress,XL,Shipped,1,690.0,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
5,49086,171-1835528-9515557,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,ANAKAPALLE,ANDHRA PRADESH,531001,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
6,49090,407-3443436-4510708,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-M,Western Dress,M,Shipped,1,771.0,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
7,49092,408-0730692-6026747,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XXXL,Set,3XL,Shipped,1,1186.0,Ernakulam District,KERALA,683515,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
8,49093,407-3165269-1194731,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-M,Western Dress,M,Shipped,1,721.0,MUMBAI,MAHARASHTRA,400072,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
9,49100,171-2320443-6127563,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-L,Western Dress,L,Shipped,1,771.0,ALAPPUZHA,KERALA,688013,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
10,49104,402-3890557-2185149,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-XXXL,Set,3XL,Shipped,1,1229.0,PATNA,BIHAR,800026,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
11,49111,407-8148061-4084353,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-XXL,Western Dress,XXL,Shipped,1,771.0,NOIDA,UTTAR PRADESH,201301,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
12,49115,404-5160267-7056315,2021-10-05,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3904,JNE3904-DR-XXXL,Western Dress,3XL,Shipped,1,599.0,TUMAKURU. Phone Number 9686000855,KARNATAKA,572102,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
13,49120,405-7578712-9960320,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,Shipped,1,759.0,CHHIPABAROD,RAJASTHAN,325221,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
14,49124,171-8262036-7396339,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET224,SET224-KR-NP-XL,Set,XL,Shipped,1,1132.0,JOGIPET,TELANGANA,502270,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
15,49134,404-9674095-7041128,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-XL,kurta,XL,Shipped,1,487.0,BHILAI,CHHATTISGARH,490011,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
16,49138,408-7891501-1393915,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET333,SET333-KR-DPT-M,Set,M,Shipped,1,967.0,BENGALURU,KARNATAKA,560028,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
17,49139,408-7891501-1393915,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0280,J0280-SKD-M,Set,M,Shipped,1,1556.0,BENGALURU,KARNATAKA,560028,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
18,49144,405-8584178-5101966,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3793,JNE3793-KR-XL,kurta,XL,Shipped,1,355.0,JODHPUR,RJ,342009,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
19,49146,404-8874122-8743552,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,CHENNAI,TAMIL NADU,600062,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
20,49152,407-7570887-8013113,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,Shipped,1,885.0,BHOPAL,MADHYA PRADESH,462039,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
21,49153,408-5384140-8465103,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET145,SET145-KR-NP-L,Set,L,Shipped,1,788.0,PURNIA,BIHAR,854301,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
22,49154,408-2671397-6563516,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW031,NW031-TP-PJ-XXXL,Set,3XL,Shipped,1,582.0,MUMBAI,MAHARASHTRA,400006,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
23,49155,171-7643678-4025934,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3738,JNE3738-KR-XL,kurta,XL,Shipped,1,383.0,PUNE,MAHARASHTRA,411036,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
24,49156,404-6615642-5476348,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET356,SET356-KR-NP-XXXL,Set,3XL,Shipped,1,999.0,MAHBUBNAGAR,TELANGANA,509001,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
25,49158,406-7807144-5063543,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXXL,Set,3XL,Shipped,1,1072.0,Secunderabad,TELANGANA,500026,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
26,49169,408-4160478-4949143,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-S,Western Dress,S,Shipped,1,771.0,SECUNDERABAD,TELANGANA,500017,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
27,49171,171-4336198-0844362,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0294,J0294-TP-XS,Top,XS,Shipped,1,377.0,AROOR,KERALA,688535,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
28,49175,403-2391051-0249167,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3687,JNE3687-TU-XXXL,Top,3XL,Shipped,1,545.0,GUWAHATI,ASSAM,781001,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
29,49179,403-2680363-1237958,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XS,Set,XS,Shipped,1,736.0,BENGALURU,KARNATAKA,560049,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
30,49182,408-6553155-3830703,2021-10-05,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-M,Top,M,Shipped,1,545.0,RANCHI,JHARKHAND,834001,IN,False,Easy Ship,2021,10,4,5,Q4,Autumn
31,49183,408-6553155-3830703,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0113,J0113-TP-M,Top,M,Shipped,1,574.0,RANCHI,JHARKHAND,834001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
32,49185,403-1750171-3817921,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET347,SET347-KR-NP-M,Set,M,Shipped,1,852.0,BENGALURU,KARNATAKA,560102,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
33,49186,408-0131862-2469171,2021-10-06,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,Shipped,1,696.0,Guntur,ANDHRA PRADESH,522501,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
34,49187,404-4193171-1449933,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3609,JNE3609-KR-XXL,kurta,XXL,Shipped,1,568.0,HYDERABAD,TELANGANA,502032,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
35,49191,403-9810681-1817140,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0281,J0281-SKD-L,Set,L,Shipped,1,1477.0,CHENNAI,TAMIL NADU,600094,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
36,49193,407-9497325-8561935,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET187,SET187-KR-DH-XL,Set,XL,Shipped,1,699.0,MUMBAI.,MAHARASHTRA,400091,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
37,49196,403-2595882-9787511,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0281,J0281-SKD-L,Set,L,Shipped,1,1477.0,GURUGRAM,HARYANA,122001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
38,49198,171-7986788-8605146,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3640,JNE3640-TP-N-XXL,Top,XXL,Shipped,1,518.0,HYDERABAD,TELANGANA,500030,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
39,49199,402-7930018-8407512,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,Ulhasnagar 3,MAHARASHTRA,421003,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
40,49208,403-0736013-3940338,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-S,kurta,S,Shipped,1,345.0,CHENNAI,TAMIL NADU,600004,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
41,49220,402-6523725-9445100,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-L,Set,L,Shipped,1,582.0,AMRITSAR,PUNJAB,143001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
42,49222,402-4776266-0177960,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,Hyderabad,TELANGANA,500075,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
43,49224,407-4995699-3510700,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5003,MEN5003-KR-XXL,kurta,XXL,Shipped,1,633.0,THANE,MAHARASHTRA,400608,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
44,49234,408-4763190-7206717,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-XXXL,Western Dress,3XL,Shipped,1,665.0,GURUGRAM,HARYANA,122004,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
45,49241,402-2055345-6651519,2021-10-06,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3639,JNE3639-TP-N-XL,Top,XL,Shipped,1,518.0,HOSUR,TAMIL NADU,635109,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
46,49244,403-7406534-5987564,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-XXXL,Set,3XL,Shipped,1,1229.0,MADURAI,TAMIL NADU,625017,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
47,49246,408-1350052-0241160,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XXL,kurta,XXL,Shipped,1,517.0,KHAMMAM,TELANGANA,507002,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
48,49247,402-5339105-3217158,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3068,PJNE3068-KR-5XL,kurta,5XL,Shipped,1,1099.0,PALAKKAD,KERALA,678007,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
49,49249,171-2169845-9796307,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XL,kurta,XL,Shipped,1,399.0,MUMBAI,MAHARASHTRA,400065,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
50,49250,408-5564513-7823506,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,Shipped,1,885.0,PUNE,MAHARASHTRA,411041,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
51,49255,403-9149094-4965938,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET327,SET327-KR-DPT-S,Set,S,Shipped,1,999.0,VEERAPANDIANPATTINAM,TAMIL NADU,628216,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
52,49256,403-9149094-4965938,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET307,SET307-KR-DPT-S,Set,S,Shipped,1,736.0,VEERAPANDIANPATTINAM,TAMIL NADU,628216,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
53,49257,405-3607901-8698729,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3818,JNE3818-KR-XXL,kurta,XXL,Shipped,1,475.0,KOLKATA,WEST BENGAL,700078,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
54,49282,404-7920226-5773169,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET436,SET436-KR-NP-XS,Set,XS,Shipped,1,1399.0,BENGALURU,KARNATAKA,560076,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
55,49287,403-7773076-5061904,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710,JNE3710-DR-M,Western Dress,M,Shipped,1,699.0,PUNE,MAHARASHTRA,411021,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
56,49289,404-2909904-1308301,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,pallikunnu (p O),KERALA,670004,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
57,49292,402-7233553-8314762,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-XXXL,Western Dress,3XL,Shipped,1,771.0,HYDERABAD,TELANGANA,500013,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
58,49296,407-9955862-3831523,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXXL,Set,3XL,Shipped,1,605.0,New Delhi,DELHI,110059,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
59,49299,408-8236219-6067504,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET278,SET278-KR-NP-S,Set,S,Shipped,1,0.0,RAIPUR,CHHATTISGARH,492001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
60,49304,402-8049339-9198736,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,HYDERABAD,TELANGANA,500049,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
61,49305,171-1822144-4502737,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET347,SET347-KR-NP-XS,Set,XS,Shipped,1,852.0,Aluva,KERALA,683518,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
62,49313,402-9170198-4888308,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3865,JNE3865-TP-XXL,Top,XXL,Shipped,1,513.0,UTTARKASHI,UTTARAKHAND,249193,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
63,49321,402-2346651-6160336,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3779,JNE3779-KR-XL,kurta,XL,Shipped,1,346.0,KANCHIPURAM,TAMIL NADU,600070,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
64,49322,402-2346651-6160336,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3759,JNE3759-KR-XL,kurta,XL,Shipped,1,568.0,KANCHIPURAM,TAMIL NADU,600070,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
65,49323,402-2346651-6160336,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-L,Western Dress,L,Shipped,1,771.0,KANCHIPURAM,TAMIL NADU,600070,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
66,49324,402-2346651-6160336,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3720,JNE3720-KR-XL,kurta,XL,Shipped,1,517.0,KANCHIPURAM,TAMIL NADU,600070,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
67,49325,402-5937800-8656361,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,CHERANALLUR,KERALA,682034,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
68,49327,171-8872256-8581107,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3431,JNE3431-KR-M,kurta,M,Shipped,1,333.0,ELURU,ANDHRA PRADESH,534001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
69,49335,403-5381737-4235507,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3753,JNE3753-KR-S,kurta,S,Shipped,1,475.0,GREATER NOIDA,UTTAR PRADESH,201310,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
70,49341,171-5491886-9530718,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET317,SET317-KR-PP-M,Set,M,Shipped,1,1199.0,AMBIKAPUR,CHHATTISGARH,497001,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
71,49342,402-6637572-6658710,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET327,SET327-KR-DPT-XL,Set,XL,Shipped,1,999.0,VELLORE,TAMIL NADU,632014,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
72,49350,402-7818381-2141121,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET236,SET236-KR-PP-M,Set,M,Shipped,1,788.0,GUNTUR,ANDHRA PRADESH,522034,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
73,49351,402-7818381-2141121,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0126,J0126-SKD-M,Set,M,Shipped,1,783.0,GUNTUR,ANDHRA PRADESH,522034,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
74,49354,402-9922343-8350743,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3567,JNE3567-KR-XXXL,kurta,3XL,Shipped,1,399.0,VISAKHAPATNAM,ANDHRA PRADESH,530044,IN,False,Easy Ship,2021,10,4,6,Q4,Autumn
75,49359,403-5000355-1058733,2021-10-06,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-XXL,Western Dress,XXL,Shipped,1,771.0,MUZAFFARNAGAR,UTTAR PRADESH,251001,IN,True,Easy Ship,2021,10,4,6,Q4,Autumn
76,49362,405-1665636-0235561,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0348,J0348-SET-XL,Set,XL,Shipped,1,478.0,CHENNAI,TAMIL NADU,600078,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
77,49369,408-5416841-0398762,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3577,JNE3577-KR-M,kurta,M,Shipped,1,696.0,BENGALURU,KARNATAKA,562107,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
78,49370,406-9398949-0553921,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,VIRAR,MAHARASHTRA,401305,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
79,49372,403-0830826-3115548,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5032,MEN5032-KR-XL,kurta,XL,Shipped,1,811.0,GHAZIABAD,UTTAR PRADESH,201002,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
80,49379,408-1884615-3317140,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-XXXL,Western Dress,3XL,Shipped,1,665.0,MUMBAI,MAHARASHTRA,400055,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
81,49384,405-2586698-4175526,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3471,JNE3471-KR-L,kurta,L,Shipped,1,318.0,BENGALURU,KARNATAKA,560058,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
82,49385,405-2586698-4175526,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-L,kurta,L,Shipped,1,318.0,BENGALURU,KARNATAKA,560058,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
83,49397,404-8483406-5797166,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3862,JNE3862-TU-L,Top,L,Shipped,1,599.0,Warangal urban,TELANGANA,506001,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
84,49406,406-9044201-9498734,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,HYDERABAD,TELANGANA,500089,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
85,49407,404-3503446-9739531,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET187,SET187-KR-DH-XL,Set,XL,Shipped,1,699.0,MUMBAI,MAHARASHTRA,400066,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
86,49411,402-3913511-4745929,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3905,JNE3905-DR-S,Western Dress,S,Shipped,1,869.0,Majorda,GOA,403713,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
87,49412,402-0126890-2539528,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3836,JNE3836-KR-XL,kurta,XL,Shipped,1,666.0,NOIDA,UTTAR PRADESH,201301,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
88,49417,403-8270117-5050743,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XXL,Set,XXL,Shipped,1,696.0,BENGALURU,KARNATAKA,560093,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
89,49420,403-0402075-4637925,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3904,JNE3904-DR-L,Western Dress,L,Shipped,1,599.0,Faridabad,HARYANA,121004,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
90,49429,408-9113969-1382712,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0164,J0164-DR-M,Ethnic Dress,M,Shipped,1,373.0,HYDERABAD,TELANGANA,500016,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
91,49437,405-4492243-3583526,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3818,JNE3818-KR-L,kurta,L,Shipped,1,475.0,GHAZIABAD,UTTAR PRADESH,201017,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
92,49438,408-5081284-4087545,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-L,Western Dress,L,Shipped,1,0.0,BENGALURU,KARNATAKA,560024,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
93,49443,408-1738372-8701132,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP  -M,Set,M,Shipped,1,999.0,Kathgodam (haldwani),UTTARAKHAND,263139,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
94,49445,406-8732459-8998750,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XS,Western Dress,XS,Shipped,1,771.0,Haripad,KERALA,690507,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
95,49450,406-2512134-8259531,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3671,JNE3671-TU-XL,Top,XL,Shipped,1,625.0,BENGALURU,KARNATAKA,560102,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
96,49452,405-9167952-3901115,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3601,JNE3601-KR-L,kurta,L,Shipped,1,301.0,DHARMSALA,HIMACHAL PRADESH,176057,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
97,49456,171-0319749-3467528,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5011,MEN5011-KR-XXL,kurta,XXL,Shipped,1,709.0,NOIDA,UTTAR PRADESH,201301,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
98,49461,402-1084018-6307564,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,HYDERABAD,TELANGANA,500059,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
99,49462,171-4159663-2161900,2021-10-07,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3861,JNE3861-DR-XXL,Western Dress,XXL,Shipped,1,791.0,HABRA,WEST BENGAL,743268,IN,False,Easy Ship,2021,10,4,7,Q4,Autumn
